freq	dB(S(2,1))
1.49752000000000020E9	-1.62437830246606870E1
1.49762000000000000E9	-1.62231974595377440E1
1.49771999999999990E9	-1.62025933216692630E1
1.49782000000000020E9	-1.61819705878669140E1
1.49792000000000010E9	-1.61613292353165020E1
1.49801999999999990E9	-1.61406692411383500E1
1.49812000000000010E9	-1.61199905825101060E1
1.49822000000000010E9	-1.60992932366504560E1
1.49832000000000010E9	-1.60785771808128650E1
1.49842000000000010E9	-1.60578423923095360E1
1.49852000000000010E9	-1.60370888483899820E1
1.49862000000000030E9	-1.60163165267102300E1
1.49872000000000010E9	-1.59955254044963800E1
1.49882000000000000E9	-1.59747154595230350E1
1.49892000000000000E9	-1.59538866689607310E1
1.49901999999999980E9	-1.59330390108530430E1
1.49912000000000000E9	-1.59121724628972560E1
1.49922000000000000E9	-1.58912870025580080E1
1.49932000000000020E9	-1.58703826077868550E1
1.49942000000000020E9	-1.58494592564502710E1
1.49952000000000000E9	-1.58285169263420470E1
1.49962000000000020E9	-1.58075555958902900E1
1.49972000000000020E9	-1.57865752427133680E1
1.49982000000000020E9	-1.57655758450904490E1
1.49992000000000010E9	-1.57445573812193350E1
1.50002000000000010E9	-1.57235198293481180E1
1.50012000000000010E9	-1.57024631678281600E1
1.50021999999999990E9	-1.56813873750473890E1
1.50032000000000010E9	-1.56602924294878850E1
1.50042000000000010E9	-1.56391783097083440E1
1.50051999999999990E9	-1.56180449943341640E1
1.50062000000000010E9	-1.55968924622204910E1
1.50072000000000010E9	-1.55757206916734820E1
1.50082000000000030E9	-1.55545296621992830E1
1.50092000000000030E9	-1.55333193522540740E1
1.50102000000000000E9	-1.55120897411983740E1
1.50112000000000020E9	-1.54908408078033630E1
1.50122000000000020E9	-1.54695725316117900E1
1.50132000000000020E9	-1.54482848917285030E1
1.50142000000000000E9	-1.54269778675268320E1
1.50151999999999970E9	-1.54056514382930380E1
1.50162000000000020E9	-1.53843055841304130E1
1.50171999999999990E9	-1.53629402841273000E1
1.50182000000000020E9	-1.53415555182223700E1
1.50192000000000010E9	-1.53201512662491020E1
1.50201999999999990E9	-1.52987275085469410E1
1.50212000000000010E9	-1.52772842243622950E1
1.50222000000000010E9	-1.52558213944299780E1
1.50232000000000030E9	-1.52343389988035380E1
1.50242000000000030E9	-1.52128370180333380E1
1.50252000000000010E9	-1.51913154321616270E1
1.50261999999999980E9	-1.51697742221857260E1
1.50271999999999980E9	-1.51482133685593220E1
1.50282000000000030E9	-1.51266328520819250E1
1.50292000000000000E9	-1.51050326536457250E1
1.50301999999999980E9	-1.50834127545078210E1
1.50312000000000020E9	-1.50617731353349190E1
1.50322000000000000E9	-1.50401137778586060E1
1.50332000000000020E9	-1.50184346632270720E1
1.50342000000000020E9	-1.49967357729415760E1
1.50352000000000000E9	-1.49750170888645170E1
1.50362000000000020E9	-1.49532785925200380E1
1.50372000000000020E9	-1.49315202657915600E1
1.50381999999999990E9	-1.49097420909612670E1
1.50391999999999990E9	-1.48879440496490670E1
1.50401999999999990E9	-1.48661261246765820E1
1.50411999999999990E9	-1.48442882981854550E1
1.50421999999999990E9	-1.48224305530458910E1
1.50432000000000030E9	-1.48005528716727450E1
1.50442000000000010E9	-1.47786552372059070E1
1.50451999999999990E9	-1.47567376320627770E1
1.50462000000000030E9	-1.47348000399777510E1
1.50472000000000010E9	-1.47128424439583670E1
1.50482000000000030E9	-1.46908648274311540E1
1.50492000000000030E9	-1.46688671743248110E1
1.50502000000000000E9	-1.46468494684297520E1
1.50512000000000000E9	-1.46248116929958650E1
1.50522000000000000E9	-1.46027538327765380E1
1.50532000000000000E9	-1.45806758716857220E1
1.50542000000000000E9	-1.45585777944815020E1
1.50552000000000000E9	-1.45364595854085370E1
1.50562000000000000E9	-1.45143212292189630E1
1.50571999999999990E9	-1.44921627112161740E1
1.50582000000000040E9	-1.44699840161354350E1
1.50592000000000010E9	-1.44477851296474010E1
1.50601999999999990E9	-1.44255660368490980E1
1.50612000000000030E9	-1.44033267233795840E1
1.50622000000000010E9	-1.43810671754848070E1
1.50632000000000010E9	-1.43587873787989120E1
1.50641999999999990E9	-1.43364873199686600E1
1.50651999999999990E9	-1.43141669849822480E1
1.50662000000000010E9	-1.42918263609140640E1
1.50672000000000010E9	-1.42694654341098340E1
1.50682000000000000E9	-1.42470841920816760E1
1.50692000000000000E9	-1.42246826215725420E1
1.50702000000000000E9	-1.42022607105163460E1
1.50712000000000000E9	-1.41798184455182040E1
1.50722000000000000E9	-1.41573558160340630E1
1.50732000000000040E9	-1.41348728096506850E1
1.50742000000000020E9	-1.41123694135181800E1
1.50752000000000000E9	-1.40898456173037710E1
1.50762000000000000E9	-1.40673014097828910E1
1.50771999999999990E9	-1.40447367793285420E1
1.50782000000000020E9	-1.40221517151147230E1
1.50791999999999990E9	-1.39995462072595680E1
1.50801999999999990E9	-1.39769202454799870E1
1.50812000000000010E9	-1.39542738190052920E1
1.50822000000000010E9	-1.39316069187433600E1
1.50832000000000010E9	-1.39089195351585860E1
1.50842000000000010E9	-1.38862116581391830E1
1.50852000000000010E9	-1.38634832794387440E1
1.50862000000000010E9	-1.38407343893945890E1
1.50872000000000010E9	-1.38179649793787230E1
1.50882000000000010E9	-1.37951750430408570E1
1.50892000000000000E9	-1.37723645704755970E1
1.50902000000000000E9	-1.37495335538466820E1
1.50912000000000000E9	-1.37266819879183830E1
1.50922000000000000E9	-1.37038098620771960E1
1.50932000000000020E9	-1.36809171729999290E1
1.50942000000000000E9	-1.36580039116212770E1
1.50952000000000000E9	-1.36350700729280020E1
1.50962000000000020E9	-1.36121156494147310E1
1.50972000000000020E9	-1.35891406368341630E1
1.50982000000000020E9	-1.35661450298779030E1
1.50992000000000020E9	-1.35431288235900070E1
1.51002000000000010E9	-1.35200920111307200E1
1.51012000000000010E9	-1.34970345900458530E1
1.51021999999999990E9	-1.34739565536280610E1
1.51032000000000010E9	-1.34508579035986120E1
1.51042000000000010E9	-1.34277386272223300E1
1.51052000000000010E9	-1.34045987312037160E1
1.51062000000000010E9	-1.33814382050959610E1
1.51072000000000010E9	-1.33582570503963520E1
1.51082000000000030E9	-1.33350552658839620E1
1.51092000000000000E9	-1.33118328531142380E1
1.51102000000000000E9	-1.32885897952506960E1
1.51112000000000020E9	-1.32653261062231990E1
1.51122000000000020E9	-1.32420417749648570E1
1.51132000000000000E9	-1.32187368078328780E1
1.51142000000000000E9	-1.31954112109501740E1
1.51151999999999980E9	-1.31720649739680320E1
1.51162000000000020E9	-1.31486980994105230E1
1.51172000000000000E9	-1.31253105890435280E1
1.51182000000000020E9	-1.31019024480627500E1
1.51192000000000020E9	-1.30784736743332290E1
1.51202000000000010E9	-1.30550242704665910E1
1.51212000000000010E9	-1.30315542393649180E1
1.51222000000000010E9	-1.30080635842384580E1
1.51232000000000030E9	-1.29845523086886110E1
1.51242000000000010E9	-1.29610204186096970E1
1.51252000000000010E9	-1.29374679162065150E1
1.51262000000000010E9	-1.29138948046445430E1
1.51271999999999980E9	-1.28903010926420090E1
1.51282000000000010E9	-1.28666867855733290E1
1.51292000000000000E9	-1.28430518864885350E1
1.51301999999999980E9	-1.28193964035040820E1
1.51312000000000020E9	-1.27957203436102680E1
1.51322000000000000E9	-1.27720237154975090E1
1.51332000000000020E9	-1.27483065257268450E1
1.51342000000000020E9	-1.27245687815386540E1
1.51352000000000020E9	-1.27008104941148760E1
1.51362000000000020E9	-1.26770316715922430E1
1.51372000000000020E9	-1.26532323247920700E1
1.51382000000000020E9	-1.26294124609427840E1
1.51391999999999990E9	-1.26055720948866570E1
1.51401999999999990E9	-1.25817112349122540E1
1.51412000000000010E9	-1.25578298938407480E1
1.51421999999999990E9	-1.25339280848491130E1
1.51432000000000010E9	-1.25100058189706690E1
1.51442000000000010E9	-1.24860631104806790E1
1.51451999999999990E9	-1.24620999740693450E1
1.51462000000000030E9	-1.24381164225247850E1
1.51472000000000010E9	-1.24141124724072640E1
1.51482000000000030E9	-1.23900881376628470E1
1.51492000000000030E9	-1.23660434359171050E1
1.51502000000000030E9	-1.23419783823012490E1
1.51512000000000000E9	-1.23178929947712510E1
1.51521999999999980E9	-1.22937872917915800E1
1.51532000000000020E9	-1.22696612903410850E1
1.51542000000000000E9	-1.22455150100656400E1
1.51552000000000000E9	-1.22213484711618480E1
1.51562000000000020E9	-1.21971616924787970E1
1.51572000000000000E9	-1.21729546954158230E1
1.51582000000000020E9	-1.21487275013532560E1
1.51592000000000020E9	-1.21244801322873070E1
1.51601999999999990E9	-1.21002126108468570E1
1.51612000000000040E9	-1.20759249602764430E1
1.51622000000000010E9	-1.20516172045121970E1
1.51631999999999990E9	-1.20272893680923780E1
1.51641999999999990E9	-1.20029414756610580E1
1.51651999999999990E9	-1.19785735542492900E1
1.51662000000000010E9	-1.19541856292802760E1
1.51671999999999980E9	-1.19297777285634090E1
1.51682000000000030E9	-1.19053498805445670E1
1.51692000000000000E9	-1.18809021127740320E1
1.51702000000000000E9	-1.18564344551006880E1
1.51712000000000020E9	-1.18319469375650700E1
1.51722000000000000E9	-1.18074395904133510E1
1.51732000000000020E9	-1.17829124461307600E1
1.51742000000000020E9	-1.17583655359243760E1
1.51752000000000000E9	-1.17337988932618840E1
1.51762000000000000E9	-1.17092125518274790E1
1.51772000000000000E9	-1.16846065460980620E1
1.51781999999999990E9	-1.16599809108368850E1
1.51791999999999990E9	-1.16353356829790130E1
1.51801999999999990E9	-1.16106708983716470E1
1.51812000000000010E9	-1.15859865950805860E1
1.51821999999999990E9	-1.15612828110322960E1
1.51832000000000030E9	-1.15365595863054170E1
1.51842000000000010E9	-1.15118169600175200E1
1.51852000000000010E9	-1.14870549734453610E1
1.51862000000000030E9	-1.14622736682514900E1
1.51872000000000010E9	-1.14374730869567780E1
1.51882000000000010E9	-1.14126532724911510E1
1.51892000000000000E9	-1.13878142695132540E1
1.51901999999999980E9	-1.13629561227004210E1
1.51912000000000000E9	-1.13380788788676970E1
1.51922000000000000E9	-1.13131825840374890E1
1.51932000000000000E9	-1.12882672863916530E1
1.51942000000000000E9	-1.12633330346036290E1
1.51952000000000000E9	-1.12383798778610200E1
1.51962000000000020E9	-1.12134078670803920E1
1.51972000000000000E9	-1.11884170537126470E1
1.51982000000000040E9	-1.11634074897692170E1
1.51992000000000020E9	-1.11383792293786630E1
1.52002000000000010E9	-1.11133323256931500E1
1.52011999999999990E9	-1.10882668351790750E1
1.52021999999999990E9	-1.10631828133414340E1
1.52032000000000010E9	-1.10380803178392610E1
1.52042000000000010E9	-1.10129594065841950E1
1.52051999999999990E9	-1.09878201392427390E1
1.52062000000000010E9	-1.09626625757723390E1
1.52072000000000010E9	-1.09374867782793190E1
1.52082000000000010E9	-1.09122928080658620E1
1.52092000000000000E9	-1.08870807296924530E1
1.52102000000000000E9	-1.08618506069685220E1
1.52112000000000020E9	-1.08366025058702230E1
1.52122000000000000E9	-1.08113364927563430E1
1.52132000000000000E9	-1.07860526357787470E1
1.52142000000000000E9	-1.07607510038339860E1
1.52152000000000000E9	-1.07354316666447680E1
1.52162000000000000E9	-1.07100946953767130E1
1.52172000000000000E9	-1.06847401626784430E1
1.52182000000000020E9	-1.06593681420539620E1
1.52192000000000020E9	-1.06339787077905120E1
1.52201999999999990E9	-1.06085719360406340E1
1.52212000000000010E9	-1.05831479034837760E1
1.52222000000000010E9	-1.05577066886974190E1
1.52232000000000010E9	-1.05322483710745420E1
1.52242000000000010E9	-1.05067730306208570E1
1.52252000000000010E9	-1.04812807502400610E1
1.52262000000000010E9	-1.04557716123903340E1
1.52272000000000010E9	-1.04302457014741940E1
1.52282000000000010E9	-1.04047031035224190E1
1.52292000000000010E9	-1.03791439051560070E1
1.52302000000000000E9	-1.03535681949640800E1
1.52312000000000000E9	-1.03279760621896010E1
1.52322000000000000E9	-1.03023675980705480E1
1.52332000000000020E9	-1.02767428947995550E1
1.52342000000000020E9	-1.02511020453467850E1
1.52352000000000000E9	-1.02254451452745050E1
1.52362000000000020E9	-1.01997722909055240E1
1.52372000000000020E9	-1.01740835795949590E1
1.52382000000000020E9	-1.01483791107745990E1
1.52391999999999990E9	-1.01226589843272040E1
1.52401999999999970E9	-1.00969233031064130E1
1.52412000000000010E9	-1.00711721695554530E1
1.52422000000000010E9	-1.00454056891252530E1
1.52432000000000010E9	-1.00196239680909010E1
1.52442000000000010E9	-9.99382711389110230E0
1.52452000000000010E9	-9.96801523581344640E0
1.52462000000000010E9	-9.94218844459311590E0
1.52472000000000010E9	-9.91634685311634280E0
1.52482000000000030E9	-9.89049057426974620E0
1.52492000000000030E9	-9.86461972374381090E0
1.52502000000000000E9	-9.83873441901558900E0
1.52512000000000000E9	-9.81283477767782660E0
1.52521999999999980E9	-9.78692092040069820E0
1.52532000000000020E9	-9.76099296854811980E0
1.52542000000000000E9	-9.73505104542957870E0
1.52551999999999980E9	-9.70909527622614730E0
1.52562000000000020E9	-9.68312578721912230E0
1.52572000000000020E9	-9.65714270659269220E0
1.52582000000000020E9	-9.63114616454469360E0
1.52592000000000020E9	-9.60513629236668540E0
1.52602000000000020E9	-9.57911322329036890E0
1.52612000000000010E9	-9.55307709232436150E0
1.52622000000000010E9	-9.52702803675914470E0
1.52632000000000010E9	-9.50096619387656110E0
1.52641999999999990E9	-9.47489170506301010E0
1.52651999999999990E9	-9.44880471142715270E0
1.52662000000000010E9	-9.42270535731657690E0
1.52671999999999990E9	-9.39659378802424780E0
1.52682000000000030E9	-9.37047015121566140E0
1.52692000000000010E9	-9.34433459555793360E0
1.52701999999999980E9	-9.31818727267961580E0
1.52712000000000030E9	-9.29202833523805440E0
1.52722000000000020E9	-9.26585793802131260E0
1.52732000000000020E9	-9.23967623802098000E0
1.52742000000000020E9	-9.21348339327579250E0
1.52752000000000020E9	-9.18727956487458640E0
1.52762000000000000E9	-9.16106491500487330E0
1.52772000000000000E9	-9.13483960806182620E0
1.52782000000000020E9	-9.10860381073149310E0
1.52791999999999990E9	-9.08235769078955000E0
1.52801999999999990E9	-9.05610141890824140E0
1.52812000000000010E9	-9.02983516770589920E0
1.52821999999999990E9	-9.00355911133116390E0
1.52832000000000030E9	-8.97727342648049920E0
1.52842000000000010E9	-8.95097829085166200E0
1.52851999999999990E9	-8.92467388612197790E0
1.52862000000000030E9	-8.89836039410323920E0
1.52872000000000030E9	-8.87203800013946870E0
1.52882000000000010E9	-8.84570689084509180E0
1.52891999999999980E9	-8.81936725522299270E0
1.52901999999999980E9	-8.79301928447253540E0
1.52912000000000000E9	-8.76666317191840250E0
1.52922000000000000E9	-8.74029911308633340E0
1.52932000000000020E9	-8.71392730569594140E0
1.52942000000000000E9	-8.68754794993948030E0
1.52952000000000000E9	-8.66116124744734250E0
1.52962000000000020E9	-8.63476740313762820E0
1.52972000000000000E9	-8.60836662313785440E0
1.52982000000000040E9	-8.58195911665123030E0
1.52992000000000020E9	-8.55554509514915650E0
1.53001999999999990E9	-8.52912477187944520E0
1.53011999999999990E9	-8.50269836268946120E0
1.53021999999999990E9	-8.47626608547032840E0
1.53032000000000010E9	-8.44982816127924070E0
1.53041999999999990E9	-8.42338481273456630E0
1.53051999999999990E9	-8.39693626507815870E0
1.53062000000000010E9	-8.37048274571798250E0
1.53072000000000010E9	-8.34402448522234330E0
1.53082000000000030E9	-8.31756171580836320E0
1.53092000000000010E9	-8.29109467213955400E0
1.53102000000000000E9	-8.26462359209807220E0
1.53112000000000030E9	-8.23814871499631530E0
1.53122000000000000E9	-8.21167028368218690E0
1.53132000000000000E9	-8.18518854241467510E0
1.53142000000000000E9	-8.15870373904806990E0
1.53152000000000000E9	-8.13221612316425890E0
1.53162000000000000E9	-8.10572594687824830E0
1.53172000000000000E9	-8.07923346562372660E0
1.53182000000000020E9	-8.05273893637770580E0
1.53191999999999990E9	-8.02624261945928730E0
1.53201999999999990E9	-7.99974477755682580E0
1.53212000000000010E9	-7.97324567590086280E0
1.53222000000000010E9	-7.94674558237686670E0
1.53232000000000030E9	-7.92024476751906550E0
1.53242000000000010E9	-7.89374350420774640E0
1.53252000000000010E9	-7.86724206876891150E0
1.53262000000000010E9	-7.84074073918328020E0
1.53271999999999990E9	-7.81423979711973080E0
1.53282000000000010E9	-7.78773952591242140E0
1.53292000000000010E9	-7.76124021239688310E0
1.53302000000000000E9	-7.73474214585025340E0
1.53312000000000000E9	-7.70824561801586320E0
1.53322000000000000E9	-7.68175092417163970E0
1.53332000000000020E9	-7.65525836156115690E0
1.53342000000000000E9	-7.62876823018465800E0
1.53352000000000000E9	-7.60228083334473670E0
1.53362000000000020E9	-7.57579647686971920E0
1.53372000000000020E9	-7.54931546935982660E0
1.53382000000000000E9	-7.52283812201175460E0
1.53392000000000000E9	-7.49636474929881920E0
1.53401999999999990E9	-7.46989566854314370E0
1.53412000000000020E9	-7.44343119887218840E0
1.53421999999999990E9	-7.41697166381515240E0
1.53432000000000010E9	-7.39051738866415770E0
1.53442000000000010E9	-7.36406870164351000E0
1.53452000000000010E9	-7.33762593432186620E0
1.53462000000000010E9	-7.31118942088259520E0
1.53472000000000010E9	-7.28475949815247680E0
1.53482000000000030E9	-7.25833650636649710E0
1.53492000000000010E9	-7.23192078835557610E0
1.53502000000000010E9	-7.20551268964546040E0
1.53512000000000000E9	-7.17911255943608940E0
1.53522000000000000E9	-7.15272074879529110E0
1.53532000000000000E9	-7.12633761249226530E0
1.53542000000000000E9	-7.09996350797574480E0
1.53552000000000000E9	-7.07359879533058230E0
1.53562000000000020E9	-7.04724383814167330E0
1.53572000000000000E9	-7.02089900238230500E0
1.53582000000000020E9	-6.99456465749089060E0
1.53592000000000020E9	-6.96824117586654700E0
