
1.32542000000000000E9	-1.13996296157773420E-1
1.32592000000000020E9	-1.14257545530157150E-1
1.32641999999999990E9	-1.14520481250227000E-1
1.32692000000000010E9	-1.14785119562812410E-1
1.32742000000000030E9	-1.15051476908995600E-1
1.32792000000000000E9	-1.15319569928869650E-1
1.32842000000000020E9	-1.15589415464485690E-1
1.32891999999999990E9	-1.15861030562897160E-1
1.32942000000000000E9	-1.16134432479045650E-1
1.32992000000000020E9	-1.16409638678869600E-1
1.33041999999999990E9	-1.16686666842513810E-1
1.33092000000000010E9	-1.16965534867370110E-1
1.33142000000000000E9	-1.17246260871401350E-1
1.33192000000000000E9	-1.17528863196382920E-1
1.33242000000000020E9	-1.17813360411252610E-1
1.33292000000000010E9	-1.18099771315543390E-1
1.33342000000000000E9	-1.18388114942783670E-1
1.33392000000000000E9	-1.18678410564113610E-1
1.33442000000000020E9	-1.18970677691771300E-1
1.33492000000000010E9	-1.19264936082842030E-1
1.33542000000000010E9	-1.19561205742898880E-1
1.33592000000000020E9	-1.19859506929824460E-1
1.33641999999999990E9	-1.20159860157641530E-1
1.33692000000000010E9	-1.20462286200461110E-1
1.33742000000000030E9	-1.20766806096435840E-1
1.33792000000000000E9	-1.21073441151882700E-1
1.33842000000000020E9	-1.21382212945361180E-1
1.33891999999999990E9	-1.21693143331884830E-1
1.33942000000000010E9	-1.22006254447310370E-1
1.33992000000000020E9	-1.22321568712560080E-1
1.34041999999999990E9	-1.22639108838195820E-1
1.34092000000000010E9	-1.22958897828858980E-1
1.34141999999999980E9	-1.23280958987979880E-1
1.34192000000000000E9	-1.23605315922365970E-1
1.34242000000000020E9	-1.23931992547134030E-1
1.34291999999999990E9	-1.24261013090374560E-1
1.34342000000000010E9	-1.24592402098403050E-1
1.34392000000000000E9	-1.24926184440552460E-1
1.34441999999999990E9	-1.25262385314531640E-1
1.34492000000000010E9	-1.25601030251530580E-1
1.34542000000000010E9	-1.25942145121706340E-1
1.34592000000000000E9	-1.26285756139510650E-1
1.34642000000000000E9	-1.26631889869356850E-1
1.34692000000000010E9	-1.26980573231249800E-1
1.34742000000000010E9	-1.27331833506538760E-1
1.34792000000000000E9	-1.27685698343825700E-1
1.34842000000000020E9	-1.28042195764951040E-1
1.34892000000000010E9	-1.28401354171115200E-1
1.34942000000000010E9	-1.28763202349149570E-1
1.34992000000000020E9	-1.29127769477785280E-1
1.35042000000000020E9	-1.29495085134215700E-1
1.35092000000000010E9	-1.29865179300679360E-1
1.35141999999999980E9	-1.30238082371167430E-1
1.35192000000000020E9	-1.30613825158311750E-1
1.35242000000000020E9	-1.30992438900414850E-1
1.35291999999999990E9	-1.31373955268528200E-1
1.35342000000000030E9	-1.31758406373826940E-1
1.35392000000000000E9	-1.32145824774923740E-1
1.35442000000000000E9	-1.32536243485584130E-1
1.35492000000000030E9	-1.32929695982336100E-1
1.35542000000000010E9	-1.33326216212435970E-1
1.35592000000000000E9	-1.33725838601871950E-1
1.35642000000000000E9	-1.34128598063579220E-1
1.35692000000000010E9	-1.34534530005855340E-1
1.35742000000000010E9	-1.34943670340836300E-1
1.35792000000000000E9	-1.35356055493271970E-1
1.35842000000000020E9	-1.35771722409418700E-1
1.35891999999999990E9	-1.36190708566081510E-1
1.35942000000000010E9	-1.36613051979963210E-1
1.35992000000000020E9	-1.37038791217061020E-1
1.36042000000000000E9	-1.37467965402319960E-1
1.36092000000000010E9	-1.37900614229548910E-1
1.36142000000000010E9	-1.38336777971471150E-1
1.36192000000000000E9	-1.38776497489969210E-1
1.36242000000000020E9	-1.39219814246595000E-1
1.36292000000000010E9	-1.39666770313337430E-1
1.36342000000000010E9	-1.40117408383473860E-1
1.36391999999999980E9	-1.40571771782839950E-1
1.36442000000000020E9	-1.41029904481188820E-1
1.36492000000000010E9	-1.41491851103859890E-1
1.36541999999999990E9	-1.41957656943714430E-1
1.36592000000000020E9	-1.42427367973266070E-1
1.36642000000000000E9	-1.42901030857143500E-1
1.36691999999999990E9	-1.43378692964820950E-1
1.36742000000000030E9	-1.43860402383489630E-1
1.36792000000000000E9	-1.44346207931454580E-1
1.36842000000000000E9	-1.44836159171563360E-1
1.36891999999999990E9	-1.45330306425159850E-1
1.36942000000000010E9	-1.45828700786176450E-1
1.36992000000000000E9	-1.46331394135654590E-1
1.37042000000000000E9	-1.46838439156474850E-1
1.37092000000000010E9	-1.47349889348542450E-1
1.37142000000000010E9	-1.47865799044253300E-1
